Key,Value
57863568,애쉬스턴 농장
58912152,가어윙의 근위대
59960734,반놀다 할머니의 오두막
61009318,두노어 발굴지
62057898,폰트모어
63106479,황금 드래곤 선술집
64155991,욤크로프트 저택
65204590,리사우사 마녀회
66253179,애쉬윙 과수원
67301770,마스터윙 탑
68350348,화이트웨이
69399877,가어스턴 그레인지
70448465,반레크 코트
71497043,반노나 할머니의 집
72545625,버킹크로프트 묘지
73594203,네크로메햄 성
74642782,차렌레이 데리
75691365,허스하트 할아버지의 낡은 집
76739950,킹크로프트 과수원
77788528,에본암의 모루
78837111,그리닝 저택
79885691,크롬셔
80934271,우즈리 오두막
81983783,캐슬레크
83032363,우드본 홀
84080944,코퍼슬리 과수원
85129544,이스트셔
86178123,불운한 단검 산장
87226704,윅하트 지하 묘지
88275292,아카토쉬의 눈물 흘리는 나무
89324820,툰카트
90373406,애슐리 묘지
91421984,아카토쉬의 고요한 우상
92470567,벨라딘 할머니의 집
93519147,우드포드의 요새
94567734,더러운 새끼 사슴 펍
95616317,람월드
96664897,두니발의 근위대
97713481,롱워스
98762059,그레이브러
99810642,애쉬하트 오두막
100860142,배일셔 숲
101908726,빅티리아 할머니의 오두막
102957313,가어스턴 저택
104005899,가어필드 묘지
105054497,레이포드 황야
106103083,아크햄 햄릿
107152615,에벨로나 할머니의 집 폐허
108201197,업위치
109249777,그레이브론
110298365,홀위크
111346945,욤크로프트 할아버지의 낡은 오두막
112395543,캐롤린 할머니의 오두막
113444123,커크마켓
114492704,바보리아 할머니의 농장
115541284,윅슬리 농원
116590791,가어스미스 그레인지
117639392,알들레크
118687997,롱마켓
119737523,호크스미스 과수원 폐허
120786113,나이츠브러
121834701,롱호프 엔드
122883285,테이밍
123931880,워웨이
124980460,레이몬트
126029039,툰레이 황야
127078553,킹잉의 요새
128127133,코퍼스턴 지하 묘지
129175718,아카토쉬의 고요한 예언자
130224303,아카토쉬의 노래하는 승천
131272891,아카토쉬의 축복받은 구원자
132321498,우딩 할아버지의 낡은 집
133370077,그린톤의 탑
134419594,캐롤라비트 할머니의 오두막
135468180,빅테인 노인의 오두막
136516769,가어윙 저택
137565351,리시사 노파의 오두막
138613934,롱이지
139662518,디바드 기념비
140712055,유시릭의 탑
141760633,이스트본 황야
142809215,브로드베스
143857793,엘리리아 마녀회
144906373,버킹엄 저택
145954983,다쿨리스의 무덤
147003561,모로베자르의 은신처
148052140,화이트브리지
149101655,그린포드 농장
150150237,뉴타운 골짜기
151198821,웨스트빌
152247409,가어스턴 오두막
153296026,고스이지
154345525,아카토쉬의 무한한 일출
155394105,모르고나 노파의 농장
156442703,우드햄 대농장
157491293,그림워스
158539899,크로스데일
159588477,레이브러 대성당
160637993,바니사 노파의 오두막
161686571,엘로리아 노파의 농장
162735155,허스슬리 대농장
163783755,큐올웬의 성소
164832360,디어레치
165880941,아카토쉬의 눈물짓는 별
166930441,낡은 위킹 오두막의 폐허
167979029,아카토쉬의 영원한 구원자
169027609,호킹 과수원
170076190,웨스트워크 들판
171124769,캐스호프
172173360,폰트호프 홀
173221943,낡은 버킹스미스 오두막
174270529,월레치 대성당
175319112,배일턴
176367698,커크트리
177416280,마스터하트의 무덤
178465785,무어턴의 지하 묘지
179514382,아크월드 코트
180562965,빅티리아 노파의 농장
181611547,롱햄 정원
182660130,버킹턴 요새
183708722,마스터햄의 경비대
184757303,반테일
185805891,리플리
186855391,스톡모어
187903975,에벨리나 결사
188952553,배일본 들판
190001152,롱리 자치구
191049734,붉은 그리핀 여관
192098317,낡은 킹포드 오두막의 폐허
193146913,에본암의 모루
194195496,울부짖는 경비대 숙소
195244080,마스터링 농가
196293570,아스메라의 구덩이
197342157,알딩위치 코트
198390740,차렌이지 골짜기
199439318,램워크
200487896,킹햄 농가
201536486,블랙웰
202585086,마스터턴 묘지
203633664,우드윙 홀
204682242,우드턴 농가
205730835,차게이트
206779413,현자 기념비
207828003,허스필드 농가
208877456,애싱 홀
209926063,마이의 성소
210974661,바니나 노파의 오두막
212023248,크리스틴 노파의 오두막
213071830,가어링 묘지
214120417,예이호스
215169004,코퍼크로프트 과수원
216217590,크로스베일
217266176,아크월드
218315667,홀베스 코트
219364250,베다스티르의 감옥
220412830,크로스베리
221461408,허스스미스 요새
222509986,크로스테일
223558587,호크크로프트 저택
224607185,미드월 자치구
225655770,허스크로프트 요새
226704357,호체스터 언덕
227752947,욤슬리 저택
228802431,반웨이
229851012,트로그커
230899598,홀브론
231948180,애슐리 농장
232996764,브로드데일
234045372,마스터링 저택
235093951,웨스트월 황야
236142543,반디의 성소
237191123,낡은 무어크로프트 오두막
238239703,코퍼하우스 저택
239288286,체스터월
240337740,뉴베스
241386320,다구비스의 둥지
242434899,두나드 발굴지
243483480,낡은 호크포드 오두막의 폐허
244532058,그윈올다 노파의 농장
245580641,홀링
246629220,입스워크 골짜기
247677802,게룰라술라 대성당
248726383,체스터베일
249774991,아카토쉬의 기쁜 별
250823579,아카토쉬의 무한한 예언자
251872169,두더지와 던전 술집
252920749,펜레치
253969327,차렌트리
255017905,그린크로프트 요새
256066484,우드윙 오두막
257115065,트리세라스
258163649,우즈슬리 요새
259213104,턴월 자치구
260261701,그린햄 지하 묘지
261310286,무어스턴 묘지
262358868,웜모어
263407472,낡은 버킹하우스
264456050,붉은 개 숙소
265504645,아크이지
266553235,은빛 구덩이 산장
267601827,허스하트 성채
268650405,허싱의 무덤
269699862,애시포드 영지
270748454,허스스미스 저택
271797032,턴브러
272845610,갈로몬트
273894212,롱몬트
274942800,디어타운 들판
275991389,나이트스워크
277039979,반타운
278088559,업체스터
279137141,나이트샴 공유지
280185737,무어턴 저택의 폐허
281234328,호크하우스 영지
282283797,머우드
283332376,윅햄 농가
284380959,벨라도다 노파의 오두막
285429545,호크슬리 대농장
286478144,탐게이트
287526734,그윈아라 노파의 농장
288575321,우드스미스 궁전
289623903,불운한 전갈 여관
290672486,워헤드 자치구
291721080,애시포드 과수원
292769660,차몬트 숲
293818238,옥스베일 자치구
294867704,에펜의 성소
295916307,크롬베스
296964886,리토비온 성
298013466,리사비스 전통
299062044,아카토쉬의 신성한 별
300110642,카롤라비스 노파의 오두막
301159228,알딩브론
302207825,에펜의 성소
303256404,아니보르
304304984,낡은 마스터햄 오두막
305353563,호카트
306402141,펜우드
307450722,윅슬리 묘지
308499304,욤턴의 무덤
309548749,킹햄 홀
310597329,호크스턴 탑의 폐허
311645917,와일더체스터 들판
312694549,디어데일
313743137,알드워크
314791718,그윈이비라 노파의 농장
315840304,욤포드 농장
316888884,램몬트 홀
317937462,허스슬리 저택
318986056,브로드우드
320035511,다코부스의 은신처
321084108,여우와 던전 선술집
322132689,브로드월드
323181270,낡은 호크스턴
324229857,우드필드 대농장
325278437,롱잉
326327032,윅햄 영지
327375611,그루메루스의 횃대
328424193,코퍼슬리 농가
329472773,커크마켓 대성당
330521362,아카토쉬의 거룩한 재탄생
331569940,낡은 윅슬리 오두막
332618530,커크테일 대성당
333667111,무어필드 저택
334715689,롱베리
335764268,고스본
336812846,카롤리비라 노파의 오두막
337861431,카롤로나 노파의 오두막
338910884,스트레너 헤이븐
339959465,이스트테일
341008044,차렌베리 코트
342056641,아카토쉬의 축복받은 별
343105222,버름드레드
344153808,크리스타라 결사
345202389,차위치
346250967,아카토쉬의 영원한 우상
347299546,머모스
348348124,캐스브론
349396710,모르긴 결사
350445297,펜브리지
351493914,머베일
352543374,낡은 그린슬리 오두막
353591967,짐 세이 성소
354640549,낡은 우드포드 오두막
355689131,알드베스
356737713,이스트베일
357786313,엘레인 노파의 거처
358834899,펜빌 황야
359883483,스톡샤이어
360932061,바알리블랑시아 저택
361980669,애싱 영지
363029247,박쥐와 염소 여관
364077833,모다드 광산
365127279,모르디낙 터널
366175864,버그월드 황야
367224442,아카토쉬의 침묵하는 제단
368273026,이스트게이트 끝
369321617,롱호프
370370204,화이트크로프트 홀
371418782,버킹슬리 농장
372467381,킹스턴 성채
373515960,애시하우스 농가
374564541,낡은 윅포드 오두막
375613132,윅필드 코트
376661710,업포트
377710295,네부치보르의 은신처
378758878,나이트스테일
379807456,무어스미스 지하 묘지
380856042,버킹엄 농가
381904620,낡은 버킹크로프트
382953199,차크로프트
384002644,아카토쉬의 피 흘리는 승천
385051236,비그릴의 성소
386099815,알드위치
387148399,리신 숭배자
388196987,코퍼윙 탑
389245566,크리스토리아 노파의 오두막
390294183,그린필드 지하 묘지
391342763,킹크로프트 저택
392391353,버그레치
393439947,가어스턴 홀의 폐허
394489410,허스스톤 농장
395538016,여왕의 수사슴 여관
396586601,킹포드 농장
397635181,윅햄 과수원
398683763,살쾡이와 고슴도치 여관
399732347,두나스티르 광산
400780931,싱헤드 대성당
401829509,화이트패스
402878089,폰트브론
403926677,배엘헤드 법원
404975261,낡은 애쉬필드 오두막
406023862,스트레너 헤이븐
407072444,욤슬리의 무덤
408121904,낡은 버킹하우스 저택
409170488,황금 구덩이 주막
410219072,마그노바우스 홀
411267650,커크우드
412316249,깃털과 마멋 산장
413364829,스톡워스 대성당
414413413,아카토쉬의 고요한 빛
415461992,무어스미스 농원
416510582,미드캐슬 자치구
417559160,배엘크로프트
418607739,조드 신전
419656320,낡은 버킹턴 판잣집
420704907,베데인 성
421753498,욤슬리 성
422802080,스트레너 헤이븐
423851566,낡은 무어링 오두막
424900153,코퍼스턴 농장
425948731,롱게이트
426997309,립호프
428045909,마스터링 묘지
429094488,워월
430143066,미들리 황야
431192582,우드스미스의 탑
432241176,크롬윅 마을
433289759,낡은 하스포드 저택
434338345,모리루고스
435386924,차몬트
436435503,그린슬리 저택
437484084,차레니지
438532666,아카토쉬의 두려운 우상
439581258,펜호프
440629849,미드베일
441678427,무어링 묘지
442727005,무어하우스 묘지
443775583,하스턴 저택
444824181,킹스미스 홀
445873656,립카트 황야
446922237,코퍼하트 가문
447970848,우드스미스 홀
449019429,홀헤드 법원
450068008,입스캐슬
451116586,쥐와 악당 술집
452165164,옥스워스 언덕
453213743,그림테일 엔드
454262331,하얀 늑대 주막
455310923,호크하트 농장
456360407,욤필드 농장
457408995,엘라비스의 낡은 농장
458457575,애쉬슬리 궁전
459506154,그림레치 들판
460554733,체스터데일 황야
461603318,블랙브론 황야
462651896,호크크로프트 농원
463700486,마스터스미스 무덤
464749067,차우드 정원
465797661,비명 지르는 사냥꾼 술집
466846247,버킹하우스 과수원
467894827,마이 신전
468943413,바비비라의 낡은 농장
469991991,코레히우스 가문
471040574,갈로모스
472090073,롱웰
473138658,우드하트 지하 묘지
474187243,아카토쉬의 축복받은 재탄생
475235824,헤지커
476284412,마스터링의 탑
477332990,낡은 버킹스턴 저택
478381570,하스하우스 저택 폐허
479430151,화이트리
480478730,마스터햄 오두막
481527317,폰트캐슬 법원
482575897,행운의 검 주막
483625391,에벨리비라의 낡은 판잣집
484673990,우드필드 요새
485722574,반게이트
486771153,그레이턴 엔드
487819733,가어슬리의 낡은 판잣집
488868314,악마의 새 호스텔
489916892,탐턴
490965471,크리스토사의 낡은 오두막
492014068,이솔다의 낡은 오두막
493062660,킹하우스 농원
494112148,낡은 그린턴 오두막
495160730,엘라비스 결사
496209331,디어베일
497257920,립윅 정원
498306521,윅포드 법원 폐허
499355102,은빛 노움 호스텔
500403688,브로드레치
501452279,아카토쉬의 성스러운 우상
502500864,킹하트 궁전
503550334,와일더리지
504598934,그린슬리 탑 폐허
505647518,아카토쉬의 온화한 빛
506696101,하스햄 묘지
507744682,건달과 해골 주막
508793298,버그데일 황야
509841879,탐웰
510890466,업턴
511939060,윅슬리의 낡은 판잣집
512987638,마스터포드 묘지
514036216,녹슨 해골 주막
515085675,우즈슬리 농장
516134281,스톡위치
517182859,홀포드
518231445,유시크터 구덩이
519280023,애쉬슬리 농장 폐허
520328603,마스터포드 성채
521377183,업베스 바위
522425763,윅포드 농장
523474343,모르가라의 낡은 저택
524522921,모르긴의 낡은 농장
525571499,낡은 코퍼스턴 저택
526620080,드워프와 고양이 산장
527668678,발리스 수도원
528717262,툰웰 골짜기
529766736,디바드 기념비
530815338,그린턴 요새
531863918,마스터턴 궁전
532912501,무어햄 농장
533961081,캐스패스
535009665,에벨로리아의 낡은 판잣집
536058262,애쉬햄 성
537106848,페라스티르 실험실
538155462,버그베스
539204041,가어하우스 농장
540252619,가어필드의 낡은 판잣집
541302070,체스터타워
542350676,존 신전
543399256,브로드빌
544447856,나이트스웨이 들판
545496442,브로드체스터
546545028,나이츠레이
547593626,라이사라의 낡은 저택
548643104,버그게이트
549691702,욤스미스 무덤
550740286,나이츠월드
551788878,엘리리아 전통
552837477,킹스미스 저택
553886058,아카토쉬의 신성한 승천
554934674,그린하트 농원
555983255,무어스턴 매장지
557032738,캐스워스
558081322,우드크로프트 탑
559129914,욤하트 저택
560178495,커크브론 홀
561227098,폰트샤이어
562275685,화이트위치 황야
563324290,현자 기념비
564373745,그위니사의 낡은 오두막
565422323,워데일 숲
566470902,메르브론
567519518,입스몬트 황야
568568105,하스윙 과수원
569616689,코퍼포드 묘지
570665279,마엘론 신전
571713864,모르골다의 낡은 농장
572762443,모르기비라의 낡은 저택
573811028,그림모어
574859617,체스터타워 들판
575908195,낡은 욤스미스 저택
576956780,아카토쉬의 노래하는 신탁
578006207,윅크로프트 농원
579054793,탐베일 바위
580103412,비명 지르는 야만인 주막
581151992,트리스티스테어 실험실
582200578,마스터크로프트 요새
583249160,디어월
584297739,툰베리
585346331,베디릭 실험실
586394913,카롤리아의 낡은 농장
587443502,펜테일
588492095,낡은 애쉬하트 판잣집
589540687,페리위어 실험실
590589265,레이데일
591638703,야그레이터 조류 사육장
592687304,크리스토비스의 낡은 농장
593735892,울부짖는 개 주막
594784471,낡은 코퍼하우스 오두막
595833054,사슈노로그
596881645,버킹하트 홀
597930241,와일더월 언덕
598978822,우사드 요새
600027407,싱데일
601075995,낡은 마스터턴 저택
602124573,알딩레치
603173182,코퍼슬리 성
604222632,아카토쉬의 즐거운 빛
605271219,비버와 새끼 사슴 산장
606319797,아카토쉬의 온화한 구원자
607368397,메르호프 홀
608416975,가어스턴 궁전
609465553,제프레 신전
610514136,블랙크로프트
611562721,바니나의 낡은 판잣집
612611303,마스터슬리 묘지
613659891,체스터마켓 정원
614708490,크롬모스 정원
615757082,람포드
616805663,빅틴의 낡은 오두막
617854241,모르고나 결사
618902820,가어필드 저택
619952262,펜월 데리
621000851,체스터헤드 숲
622049447,욤하우스 농장
623098080,요밍 탑
624146664,여왕의 드래곤 주막
625195242,엘리자비스의 낡은 저택
626243820,비명 지르는 악당 호스텔
627292406,그린윙 궁전
628341006,탐테일 황야
629390437,낡은 우드하트 저택
630439035,웨이레스트
631487617,욤하우스 법원
632536201,살쾡이와 오소리 호스텔
633584780,라엔의 성유물함
634633369,펜턴
635681956,윅크로프트 오두막
636730544,윅하우스 저택
637779127,나이트스웨이 홀
638827707,갈로모스 공유지
639876294,롱웨이 대성당
640924877,그위니사의 낡은 농장
641974347,낡은 욤하트 판잣집
643022948,메르워크 골짜기
644071526,우드하우스 저택 폐허
645120120,아크브론 황야
646168700,쥐와 오우거 주막
647217287,킹하우스 묘지
648265870,아카토쉬의 피 흘리는 나무
649314449,미드위치
650363029,하스턴 성
651411624,낡은 코퍼필드 오두막
652460202,버킹슬리 과수원
653508780,디스페베우스 신전
654557360,알라비위르 교도소
655605939,무어크로프트 농장
656654530,옛 애쉬하트 저택
657703128,차렌빌 엔드
658751713,미드마켓
659801171,옛 바르비나의 오두막 폐허
660849754,무어턴 오두막
661898332,코퍼하트 오두막
662946910,탐웨이 들판
663995501,킹잉 묘지
665044082,버킹포드 농장
666092660,바알레브룰룰라 신전
667141255,아카토쉬의 무한한 신탁
668189836,람데일 황야
669238414,마그눌로스의 은신처
670287009,테오디발 교도소
671335588,캐스베스 골짜기
672384176,코퍼링 농장
673432754,블랙베스
674481341,그린하트 저택
675529923,차레닝 언덕
676579356,가에르함 농장
677627968,옛 가에링 오두막
678676558,이사라 마녀회
679725143,짐 세이 신전
680773727,코퍼슬리 저택 폐허
681822307,옛 이신의 거처
682870898,아카토쉬의 영원한 승천
683919484,킹하트 농장
684968095,옛 그린슬리 거처
686016686,화이트패스 정원
687066143,옛 가에르윙 거처
688114724,호타운
689163307,아지르트락의 둥지
690211896,아카토쉬의 영원한 징조
691260499,스톡마켓
692309088,옛 이산나의 오두막
693357676,가에르슬리 묘지
694406258,아카토쉬의 노래하는 일출
695454839,알딩캐슬
696503418,입스테일 언덕
697552002,마스터스턴 요새
698601455,알딩샤이어
699650053,아카토쉬의 영원한 예언자
700698634,옛 엘리사의 오두막
701747214,무어크로프트 묘지
702795792,애쉬포드 농장
703844373,죽은 오소리 여관
704892954,옛 위킹 오두막
705941534,호크필드 농장
706990115,쉬지 않는 고블린 숙소
708038693,아카토쉬의 침묵하는 순교자
709087274,마레브란사 신전
710135873,펜헤드 대성당
711184458,옛 캐롤로리아의 거처
712233038,코퍼포드 농원
713281618,옛 애쉬슬리 거처
714330198,그린하우스 요새
715378789,캐스모어 자치구
716427372,아카토쉬의 눈물 흘리는 우상
717475955,무어슬리 농장
718524536,옛 에블레인의 오두막
719573115,검은 수사슴 술집
720621694,무어턴의 탑
721670272,차렌월드 언덕
722719727,애쉬크로프트 저택
723768315,머테일 법정
724816895,옛 반노나의 오두막
725865476,화이트테일 대성당
726914076,업헤드 언덕
727962694,호월드 들판
729011272,코퍼하우스 농장
730060778,캐스브론 홀
731109361,옛 캐롤리랴의 거처
732157939,가에링 무덤
733206518,아그리릭 교화소
734255097,목마른 사제 숙소
735303677,조드 신전
736352255,라엔의 성유물함
737400841,레이샤이어
738449420,드워프와 구덩이 호스텔
739498004,킹크로프트 농장
740546588,그린스미스 오두막
741595167,우시스티르 탑
742643752,세코트루고스
743692332,라엔의 성유물함
744740916,마스터슬리 궁전
745789494,옥스베리 바위
746838072,코퍼스턴 성
747886651,허스하트 홀
748935230,킹크로프트 농원
749984716,반캐슬
751033296,고스카트 촌락
752081879,트라이서록의 거미줄
753130476,허스하우스 영지
754179071,롱베일
755227649,욤하우스 홀
756276235,브로드샤이어 홀
757324822,캐스월드 촌락
758373431,허스스미스 농장
759422902,차리지 홀
760471482,옛 엘리자나의 거처
761520065,벨라딘 마녀회
762568653,이스트타워
763617232,워빌 홀
764665820,무어윙의 집
765714402,아카토쉬의 통곡하는 우상
766762992,체스터월 자치구
767811573,호크햄 탑
768860152,윅필드 영지
769908736,여우와 오우거 호스텔
770957318,두니크터 발굴지
772005897,우드햄 오두막 폐허
773054482,은빛 수사슴 호스텔
774103063,옛 그위니사의 오두막
775152570,옛 캐롤레인의 농장
776201153,폰트웰 황야
777249734,쿠올웬 신전
778298316,허스필드 과수원 폐허
779346894,화이트데일
780395492,짐 세이 신전
781444088,모르디낙 채석장
782493572,웃는 고슴도치 술집
783542156,이스트월드
784590737,옛 바르보나의 거처
785639316,진홍빛 요정 숙소
786687915,윅스미스 저택
787736509,알딩마켓 들판
788785087,그레이월드
789833667,가에르크로프트 묘지
790882248,생쥐와 성 호스텔
791930832,마엘리서 은둔처
792979410,아카토쉬의 무한한 승천
794027996,젠 숙소
795076580,이스트워크
796125162,옛 리신의 오두막
797173743,아그릭터 정신병원
798223223,차데일
799271812,젠 숙소
800320394,옛 엘리지사의 오두막
801368973,녹슨 사향쥐 호스텔
802417553,아크샤이어
803466140,캐스웨이 데리
804514738,가에르윙 과수원
805564257,아카토쉬의 내면적 재탄생
806612838,죽은 균열 선술집
807661431,롱이지 황야
808710024,툰마켓
809758602,브로드본
810807180,갈로잉 정원
811855758,입스데일
812904336,사자와 머그잔 술집
813952914,비그릴 신전
815001493,에벨올다의 원
816050079,우드햄 성채
817098663,허스하트 오두막
818147243,나이트스윅
819196748,호크슬리 홀
820245339,반호프 홀
821293921,폰트게이트 골짜기
822342500,버그월 황야
823391078,우드윙 궁전
824439680,옛 바르바비스의 오두막
825488258,애쉬슬리 과수원
826536853,옛 벨라다나의 오두막
827585435,에드워리안 구덩이
828634016,호크포드 영지
829683539,아카토쉬의 온화한 재탄생
830732131,옛 에블라나의 거처
831780721,버킹턴의 탑
832829304,버킹슬리 농원
833877887,마이 신전
834926475,데만크세사 수도원
835975054,아카토쉬의 눈물 흘리는 신탁
837024560,무어스턴 오두막
838073153,크롬크로프트 자치구
839121742,싱타워 공유지
840170324,트리스티릭 실험실
841218915,입스게이트
842267498,애쉬필드 홀
843316078,옛 바르바우사의 오두막
844365590,여왕의 머그잔 숙소
845414173,가에르슬리 지하 묘지
846462753,애쉬하우스 탑
847511331,아카토쉬의 불타는 나무
848559909,코퍼슬리 홀
849608495,뉴베일
850657074,체스터월드
851705658,무어하우스의 탑
852754249,아카토쉬의 불타는 별
853802845,옛 마스터슬리 오두막
854852347,그레이빌 법정
855900929,탐월 숲
856949523,롱모어 들판
857998122,아카토쉬의 불타는 재탄생
859046722,갈로데일 대성당
860096230,윅윙 농장 폐허
861144834,옥스샤이어
862193432,불운한 검 여관
863242016,여왕의 균열 여관
864291524,가에르크로프트 성채
865340102,사자와 성 선술집
866388716,키에란 극장
867437294,욤슬리 농장
868485893,날아다니는 해골 술집
869534478,이스트이지 엔드
870583057,그림위치 자치구
871632612,알딩브리지 황야
872681194,할의 선술집
873729776,무어함 성
874779284,버그마켓 대성당
875827920,여왕의 늑대 호스텔
876876500,와트리 황야
877925078,호크슬리의 영지
878973663,버킹엄 묘지
880022242,머테일
881070820,이스트브론
882120388,뉴샤이어
883168974,스쿨토스의 둥지
884218542,체스터월 정원
885268120,쿠올웬 신전
886316699,홀샤이어 바위
887366269,무어턴 농장
888414853,킹하우스 성채
889464423,롱캐슬 자치구
890513001,검은 고블린 술집
891563575,툰몬트
136870,옛 가에르슬리 오두막 폐허
1185449,애쉬포드 저택 폐허
2234035,킹크로프트 성
3284591,킹턴 영지 폐허
4334174,립월드
5382765,애쉬스턴 탑 폐허
6432315,옛 바르볼다의 오두막
7481916,킹잉 매장지
8531488,그린필드 탑
9580074,가에르슬리 묘지
10629627,버킹스미스 농원
11678220,버킹잉 농장
12727776,가에르스미스 영지 폐허
13776369,미드패스 힐
14825935,올드 에벨올다의 오두막 유적
15874516,호크스턴 영지
16924073,애쉬필드 성 유적
17972660,세크루고스
19021260,오시니움
20070818,올드 캐롤리사의 오두막 유적
21119411,버킹포드 홀 유적
22170960,마스터크로프트 농장
23219540,올드 애싱 판잣집 유적
24268118,우드턴 과수원 유적
25316699,올드 그윈이나의 거처 유적
26367257,올드 엘리조나의 판잣집
27415851,아즈라스
28464450,그립도스
29513989,애쉬필드 농가
30563573,그롬가우스
31612158,스코돈
32662733,호무네바스 신전
33712320,무어링 그레인지 유적
34761870,마스터하트 오두막 유적
35811451,발레브라스의 동굴
36860045,무어스미스의 영지 유적
37908628,올드 에벨로리아의 판잣집
38958164,세쿠스
40006787,마스터스턴 저택 유적
41056318,호크턴 농가
42104904,캐슬 코퍼필드 유적
43153494,킹턴 홀 유적
44202079,올드 개링 판잣집 유적
45251619,올드 호크스턴 판잣집 유적
46300212,버름록
47348809,올드 이세인의 거처
48398349,올드 바바라의 오두막 유적
49446944,호크스미스의 영지 유적
50496523,코퍼스미스 그레인지
51546083,마스터스미스 탑 유적
52594703,올드 그윈안나의 농장
53644227,그린햄 농가
54692819,올드 바비리아의 오두막 유적
55742384,킹스미스 홀 유적
56790963,욤포드 홀 유적
57840546,코퍼포드 농가
58889129,앤디위르 광산
59938691,그린하우스 농장
60987287,그로모텐
62036850,허스스미스 저택 유적
63085435,욤크로프트 탑 유적
64135027,코퍼크로프트 그레인지 유적
65184571,개링 오두막
66233154,개필드 오두막
67281744,마스터슬리 오두막
68331290,애쉬스턴 성
69379887,아스물렉사의 구멍
70428469,올드 애쉬스턴 판잣집
71477062,레이트리
72526617,개턴 저택 유적
73577179,허스하트의 지하 묘지
74625770,올드 빅타라의 농장 유적
75674380,윅크로프트 탑 유적
76723903,킹스턴 홀 유적
77774481,킹잉의 무덤
78823079,그린스톤 홀 유적
79873654,킹하트 농가 유적
80923258,올드 에벨리나의 거처
81972791,드룰로스
83021375,무어하트 농가 유적
1001,만텔란 크럭스
1050578,당신의 배
2102157,당신의 배
1240,워본
1049851,웨스트테일
2099387,버킹엄 그레인지
3147976,올드 라이시나의 농장 유적
4196581,펜세스터
5246122,올드 엘리조리아의 농장
6294721,악마의 사제 주점
7343302,블랙데일
8392856,그레이데일
9441459,갈로브루
10490982,생쥐와 고블린 선술집
11539560,쥐와 사제 여인숙
12588141,나이트쇼프
13636727,욤잉 저택
14685310,마라의 눈물 흘리는 우상
15733892,쉬지 않는 드래곤 여관
16782477,여왕의 머그잔 여관
17831056,그린턴 묘지
18880610,무어필드 농가
19929194,머브론 들판
20977774,마스터슬리 탑
22026369,탐크로프트
23074954,탐브론
24124469,쉬지 않는 진 선술집
25173053,올드 엘올다의 농장
26221648,욤슬리 그레인지
27271195,스톡월
28319779,개하우스 저택
29368370,애싱 요새
30416980,알드햄
31466510,생쥐와 거인 숙소
32515117,커크모스
33563710,허스포드의 무덤
34612293,올드 바비리아의 거처
35661802,킹하트 오두막
36710401,트로고틀라스 마구간
37759012,에벨라라 결사
38808527,킹햄 농가
39857113,그리닝 농가
40905720,그린필드 황궁
41954306,개하트 홀
43002897,올드 개턴 거처
44052415,올드 윅윙 거처
45101001,윅턴 과수원
46149584,호크햄 코트
47198189,레이지 정원
48247738,존의 신전
49296318,코퍼링 홀
50344900,그레이마켓
51393479,와일더브리지
52443010,버킹스미스 저택
53491588,버킹슬리 저택
54540182,캐스위치
55588763,웃는 고블린 선술집
56637379,킹턴 영지
57686896,울부짖는 사제 여인숙
58735477,깃털과 사냥꾼 주점
59784060,우드하트 농가
60832677,마라의 무한한 징조
61882194,배엘모어
62930778,두더지와 고블린 여관
63979370,올드 에벨로리아의 농장
65027951,립타워
66076537,그린크로프트 농가
67125123,욤슬리 코트 유적
68173712,춤추는 성 여관
69223223,모를로텐 둥지
70271806,조드 신전
71320397,롱타워
72368990,올드 벨라디리아의 거처
73417571,입스크로프트
74466164,미드헤드
75514746,죽은 수사슴 여인숙
76564260,우즈슬리 과수원
77612842,나는 고슴도치 여관
78661422,마라의 불타는 신탁
79710007,깃털과 근위대 여관
80758596,키에란 극장
81808152,캐슬리
82856743,무어스턴 묘지
83905349,쥐와 단검 숙소
84953929,악당과 오소리 여관
86003443,욤하트의 무덤
87052053,아즈갈라스의 둥지
88100632,무어크로프트 농가
89150179,크롬카트
90198765,욤윙 과수원 유적
91247352,윅하우스 홀
92295931,마스터스턴 요새
93344515,크롬월드
94394053,고스포드
95442639,워월드
96491229,코퍼턴의 지하 묘지
97539813,킹필드 황궁
98588403,그린슬리 농가
99636985,그린크로프트 저택
100685567,캐롤린 결사
101735112,올드 코퍼윙 오두막
102783698,레이위치
103832291,버킹스미스 그레인지
104880873,돼지와 고슴도치 여관
105930377,캐트리
106978964,울부짖는 그리핀 선술집
108027545,스컬보르 마구간
109076127,행운의 오소리 선술집
110124706,버킹윙 농가
111173300,버그모어
112221903,스컬로텐 새장
113271401,마라의 즐거운 일출
114320987,그린윙 묘지
115369574,마라의 영원한 일출
116418155,호르월
117466755,마라의 영원한 별
118515355,올드 라이시리아의 판잣집
119563936,마스터햄 묘지
120613438,비명 지르는 거인 여인숙
121662042,미들레이
122710620,애쉬하트 탑
123759201,무어하우스 저택
124807783,돼지와 개 선술집
125856377,고스몬트
126905891,허스슬리 오두막
127954515,차타운
129003118,킹하우스 저택
130052608,뉴위지
131101207,그레이워크
132149789,그레이웰
133198425,마스터포드 농장
134247928,마스터스미스의 탑
135296560,욤크로프트 유적
136345139,그림웰
137394635,욤턴 과수원
138443214,이루고스
139491798,허스스턴 저택
140540381,허스하우스 농가
141588976,배엘테일
142637554,아니루고스의 거미줄
143686134,배엘버리
